"County,Duchy,Kingdom,Empire,Religion,Culture"
"Galatia,Bucellaria,Nikaea,Byzantine_Empire,Orthodoxy,Greek"
"Hadrianopolis,Bucellaria,Nikaea,Byzantine_Empire,Orthodoxy,Greek"
"Cilicia,Cilicia,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Seleucia,Cilicia,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Lycandus,Cilicia,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Tall_Hamid,Cilicia,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Lycia,Cibyrrhaeot,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Caria,Cibyrrhaeot,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Pamphylia,Cibyrrhaeot,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Lycaonia,Anatolia,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Pacatiana,Anatolia,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Pisidia,Anatolia,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Selge,Anatolia,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Galatia_Salutaris,Anatolia,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Philomelion,Anatolia,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Isauria,Anatolia,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Cappadocia,Cappadocia,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Lower_Galatia,Cappadocia,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Charsianon,Charsianon,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Kaisereia,Charsianon,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Kyzistra,Charsianon,Anatolia,Byzantine_Empire,Orthodoxy,Greek"
"Paphlagonia,Paphlagonia,Pontus,Byzantine_Empire,Orthodoxy,Greek"
"Pompeiopolis,Paphlagonia,Pontus,Byzantine_Empire,Orthodoxy,Greek"
"Helenopontus,Armeniac,Pontus,Byzantine_Empire,Orthodoxy,Greek"
"Sinope,Armeniac,Pontus,Byzantine_Empire,Orthodoxy,Greek"
"Euchaita,Armeniac,Pontus,Byzantine_Empire,Orthodoxy,Greek"
"Zela,Armeniac,Pontus,Byzantine_Empire,Orthodoxy,Greek"
"Sebasteia,Sebasteia,Pontus,Byzantine_Empire,Orthodoxy,Greek"
"Azysia,Sebasteia,Pontus,Byzantine_Empire,Orthodoxy,Greek"
"Ablastha,Sebasteia,Pontus,Byzantine_Empire,Orthodoxy,Greek"
"Trebizond,Chaldia,Pontus,Byzantine_Empire,Orthodoxy,Greek"
"Cerasus,Chaldia,Pontus,Byzantine_Empire,Orthodoxy,Greek"
"Colonea,Chaldia,Pontus,Byzantine_Empire,Orthodoxy,Greek"
"Satala,Chaldia,Pontus,Byzantine_Empire,Orthodoxy,Greek"
"Theodosiopolis,Mesopotamia,Armenia,Byzantine_Empire,Apostolic,Armenian"
"Melitene,Mesopotamia,Armenia,Byzantine_Empire,Orthodoxy,Armenian"
"Mesopotamia,Mesopotamia,Armenia,Byzantine_Empire,Apostolic,Armenian"
"Vaspurakan,Vaspurakan,Armenia,Byzantine_Empire,Apostolic,Armenian"
"Turuberan,Vaspurakan,Armenia,Byzantine_Empire,Apostolic,Armenian"
"Apahunik,Vaspurakan,Armenia,Byzantine_Empire,Apostolic,Armenian"
"Hayk,Greater_Armenia,Armenia,Byzantine_Empire,Apostolic,Armenian"
"Bagrewand,Greater_Armenia,Armenia,Byzantine_Empire,Apostolic,Armenian"
"Vanand,Greater_Armenia,Armenia,Byzantine_Empire,Apostolic,Armenian"
"Khachen,Greater_Armenia,Armenia,Byzantine_Empire,Apostolic,Armenian"
"Suenik,Greater_Armenia,Armenia,Byzantine_Empire,Apostolic,Armenian"
"Dvin,Greater_Armenia,Armenia,Byzantine_Empire,Apostolic,Armenian"
"Tao,Tao-Klarjeti,Georgia,Byzantine_Empire,Orthodoxy,Georgian"
"Klarjeti,Tao-Klarjeti,Georgia,Byzantine_Empire,Orthodoxy,Georgian"
"Kartli,Tao-Klarjeti,Georgia,Byzantine_Empire,Orthodoxy,Georgian"
"Acampse,Tao-Klarjeti,Georgia,Byzantine_Empire,Orthodoxy,Georgian"
"Abkhazia,Abkhazia,Georgia,Byzantine_Empire,Orthodoxy,Georgian"
"Odishi,Abkhazia,Georgia,Byzantine_Empire,Orthodoxy,Georgian"
"Svaneti,Abkhazia,Georgia,Byzantine_Empire,Orthodoxy,Georgian"
"Guria,Abkhazia,Georgia,Byzantine_Empire,Orthodoxy,Georgian"
"Tbilisi,Georgia,Georgia,Byzantine_Empire,Orthodoxy,Georgian"
"Lori,Georgia,Georgia,Byzantine_Empire,Orthodoxy,Georgian"
"Kakheti,Georgia,Georgia,Byzantine_Empire,Orthodoxy,Georgian"
"Hereti,Georgia,Georgia,Byzantine_Empire,Orthodoxy,Georgian"
"Palermo,Sicily,Sicily,Byzantine_Empire,Orthodoxy,Greek"
"Messina,Sicily,Sicily,Byzantine_Empire,Orthodoxy,Greek"
"Siracusa,Sicily,Sicily,Byzantine_Empire,Orthodoxy,Greek"
"Agrigento,Sicily,Sicily,Byzantine_Empire,Orthodoxy,Greek"
"Malta,Sicily,Sicily,Byzantine_Empire,Orthodoxy,Greek"
"Benevento,Benevento,Sicily,Byzantine_Empire,Catholicism,Lombard"
"Foggia,Benevento,Sicily,Byzantine_Empire,Catholicism,Lombard"
"Capua,Capua,Sicily,Byzantine_Empire,Catholicism,Lombard"
"Napoli,Capua,Sicily,Byzantine_Empire,Orthodoxy,Greek"
"Apulia,Apulia,Sicily,Byzantine_Empire,Catholicism,Lombard"
"Bari,Apulia,Sicily,Byzantine_Empire,Catholicism,Lombard"
"Lecce,Apulia,Sicily,Byzantine_Empire,Orthodoxy,Greek"
"Salerno,Salerno,Sicily,Byzantine_Empire,Catholicism,Lombard"
"Camarda,Salerno,Sicily,Byzantine_Empire,Catholicism,Lombard"
"Reggio_Calabria,Calabria,Sicily,Byzantine_Empire,Orthodoxy,Greek"
"Cosenza,Calabria,Sicily,Byzantine_Empire,Orthodoxy,Greek"
"Rossano,Calabria,Sicily,Byzantine_Empire,Orthodoxy,Greek"
"Venezia,Venice,Venice,Byzantine_Empire,Catholicism,Cisalpine"
"Veneto,Venice,Venice,Byzantine_Empire,Catholicism,Cisalpine"
"Aquileia,Friuli,Italy,Italia,Catholicism,Cisalpine"
"Friuli,Friuli,Italy,Italia,Catholicism,Cisalpine"
"Görz,Friuli,Italy,Italia,Catholicism,Cisalpine"
"Verona,Verona,Italy,Italia,Catholicism,Cisalpine"
"Treviso,Verona,Italy,Italia,Catholicism,Cisalpine"
"Paduan,Verona,Italy,Italia,Catholicism,Cisalpine"
"Polesine,Verona,Italy,Italia,Catholicism,Cisalpine"
"Monferrato,Piedmonte,Italy,Italia,Catholicism,Cisalpine"
"Turin,Piedmonte,Italy,Italia,Catholicism,Cisalpine"
"Novara,Piedmonte,Italy,Italia,Catholicism,Cisalpine"
"Cuneo,Piedmonte,Italy,Italia,Catholicism,Cisalpine"
"Lombardia,Lombardy,Italy,Italia,Catholicism,Cisalpine"
"Brescia,Lombardy,Italy,Italia,Catholicism,Cisalpine"
"Como,Lombardy,Italy,Italia,Catholicism,Cisalpine"
"Trent,Lombardy,Italy,Italia,Catholicism,Cisalpine"
"Pavia,Lombardy,Italy,Italia,Catholicism,Cisalpine"
"Cremona,Lombardy,Italy,Italia,Catholicism,Cisalpine"
"Parma,Lombardy,Italy,Italia,Catholicism,Cisalpine"
"Tortona,Lombardy,Italy,Italia,Catholicism,Cisalpine"
"Genoa,Genoa,Italy,Italia,Catholicism,Cisalpine"
"Luni,Genoa,Italy,Italia,Catholicism,Cisalpine"
"Modena,Emilia,Italy,Italia,Catholicism,Cisalpine"
"Mantua,Emilia,Italy,Italia,Catholicism,Cisalpine"
"Pisa,Pisa,Italy,Italia,Catholicism,Italian"
"Firenze,Tuscany,Italy,Italia,Catholicism,Italian"
"Lucca,Tuscany,Italy,Italia,Catholicism,Italian"
"Arezzo,Tuscany,Italy,Italia,Catholicism,Italian"
"Siena,Tuscany,Italy,Italia,Catholicism,Italian"
"Orbetello,Tuscany,Italy,Italia,Catholicism,Italian"
"Ajaccio,Corsica,Sardinia,Italia,Catholicism,Sardinian"
"Bastia,Corsica,Sardinia,Italia,Catholicism,Sardinian"
"Vecchio,Corsica,Sardinia,Italia,Catholicism,Sardinian"
"Cagliari,Sardinia,Sardinia,Italia,Orthodoxy,Sardinian"
"Arborea,Sardinia,Sardinia,Italia,Orthodoxy,Sardinian"
"Gallura,Sardinia,Sardinia,Italia,Orthodoxy,Sardinian"
"Logudoro,Sardinia,Sardinia,Italia,Orthodoxy,Sardinian"
"Tortoli,Sardinia,Sardinia,Italia,Orthodoxy,Sardinian"
"Ravenna,Romagna,Romagna,Italia,Catholicism,Cisalpine"
"Bologna,Romagna,Romagna,Italia,Catholicism,Cisalpine"
"Ferrara,Romagna,Romagna,Italia,Catholicism,Cisalpine"
"Casentino,Romagna,Romagna,Italia,Catholicism,Cisalpine"
"Ancona,Ancona,Romagna,Italia,Catholicism,Italian"
"Urbino,Ancona,Romagna,Italia,Catholicism,Italian"
"Fermo,Ancona,Romagna,Italia,Catholicism,Italian"
"Spoleto,Spoleto,Romagna,Italia,Catholicism,Lombard"
"Orvieto,Spoleto,Romagna,Italia,Catholicism,Lombard"
"Teramo,Spoleto,Romagna,Italia,Catholicism,Lombard"
"Lanciano,Spoleto,Romagna,Italia,Catholicism,Lombard"
"Abruzzi,Spoleto,Romagna,Italia,Catholicism,Lombard"
"Roma,Latium,Romagna,Italia,Catholicism,Italian"
"Viterbo,Latium,Romagna,Italia,Catholicism,Italian"
"Tivoli,Latium,Romagna,Italia,Catholicism,Italian"
"Upland,Uppland,Sweden,Scandinavia,Ásatrú,Norse"
"Gestrikalandia,Uppland,Sweden,Scandinavia,Ásatrú,Norse"
"Södermannaland,Uppland,Sweden,Scandinavia,Ásatrú,Norse"
"Aland,Uppland,Sweden,Scandinavia,Ásatrú,Norse"
"Västmannaland,Bergslagen,Sweden,Scandinavia,Ásatrú,Norse"
"Värmaland,Bergslagen,Sweden,Scandinavia,Ásatrú,Norse"
"Övre_Dalarna,Bergslagen,Sweden,Scandinavia,Ásatrú,Norse"
"Dalabergslagen,Bergslagen,Sweden,Scandinavia,Ásatrú,Norse"
"Västergötland,Västergötland,Sweden,Scandinavia,Ásatrú,Norse"
"Skara,Västergötland,Sweden,Scandinavia,Ásatrú,Norse"
"Dal,Västergötland,Sweden,Scandinavia,Ásatrú,Norse"
"Nordmark,Västergötland,Sweden,Scandinavia,Ásatrú,Norse"
"Östergötland,Östergötland,Sweden,Scandinavia,Ásatrú,Norse"
"Kinda,Östergötland,Sweden,Scandinavia,Ásatrú,Norse"
"Neeric,Östergötland,Sweden,Scandinavia,Ásatrú,Norse"
"Möre,Småland,Sweden,Scandinavia,Ásatrú,Norse"
"Sevede,Småland,Sweden,Scandinavia,Ásatrú,Norse"
"Värend,Småland,Sweden,Scandinavia,Ásatrú,Norse"
"Njudung,Småland,Sweden,Scandinavia,Ásatrú,Norse"
"Finnveden,Småland,Sweden,Scandinavia,Ásatrú,Norse"
"Öland,Småland,Sweden,Scandinavia,Ásatrú,Norse"
"Halsingland,Norrland,Sweden,Scandinavia,Ásatrú,Norse"
"Medelpad,Norrland,Sweden,Scandinavia,Ásatrú,Norse"
"Ångermanland,Norrland,Sweden,Scandinavia,Ásatrú,Norse"
"Gotland,Visby,Sweden,Scandinavia,Ásatrú,Norse"
"Jåhkåmåhkke,Åarjetje,Sápmi,Scandinavia,Suomenusko,Sami"
"Sjeltie,Åarjetje,Sápmi,Scandinavia,Suomenusko,Sami"
"Ubmejeiednuo,Åarjetje,Sápmi,Scandinavia,Suomenusko,Sami"
"Biton,Åarjetje,Sápmi,Scandinavia,Suomenusko,Sami"
"Lais,Åarjetje,Sápmi,Scandinavia,Suomenusko,Sami"
"Julevädno,Åarjetje,Sápmi,Scandinavia,Suomenusko,Sami"
"Siggevara,Duortnoseatnu,Sápmi,Scandinavia,Suomenusko,Sami"
"Rounala,Duortnoseatnu,Sápmi,Scandinavia,Suomenusko,Sami"
"Kárášjohka,Duortnoseatnu,Sápmi,Scandinavia,Suomenusko,Sami"
"Aanaarjävri,Giemajohka,Sápmi,Scandinavia,Suomenusko,Sami"
"Sombio,Giemajohka,Sápmi,Scandinavia,Suomenusko,Sami"
"Kitka,Giemajohka,Sápmi,Scandinavia,Suomenusko,Sami"
"West_Kiilt,Guoládat,Sápmi,Scandinavia,Suomenusko,Sami"
"Peäccam,Guoládat,Sápmi,Scandinavia,Suomenusko,Sami"
"Akkel,Guoládat,Sápmi,Scandinavia,Suomenusko,Sami"
"East_Kiilt,Guoládat,Sápmi,Scandinavia,Suomenusko,Sami"
"Jovvkuj,Guoládat,Sápmi,Scandinavia,Suomenusko,Sami"
"Koutajoki,Guoládat,Sápmi,Scandinavia,Suomenusko,Finnish"
"Sjaelland,Sjælland,Denmark,Scandinavia,Ásatrú,Norse"
"Fyn,Sjælland,Denmark,Scandinavia,Ásatrú,Norse"
"Lolland-Falster,Sjælland,Denmark,Scandinavia,Ásatrú,Norse"
"Skåne,Skåne,Denmark,Scandinavia,Ásatrú,Norse"
"Halland,Skåne,Denmark,Scandinavia,Ásatrú,Norse"
"Bornholm,Skåne,Denmark,Scandinavia,Ásatrú,Norse"
"Blekinge,Skåne,Denmark,Scandinavia,Ásatrú,Norse"
"Aarhus,Jylland,Denmark,Scandinavia,Ásatrú,Norse"
"Viborg,Jylland,Denmark,Scandinavia,Ásatrú,Norse"
"Ringkøbing,Jylland,Denmark,Scandinavia,Ásatrú,Norse"
"Aalborg,Jylland,Denmark,Scandinavia,Ásatrú,Norse"
"Slesvig,Slesvig,Denmark,Scandinavia,Ásatrú,Norse"
"Vorbasse,Slesvig,Denmark,Scandinavia,Ásatrú,Norse"
"Ribe,Slesvig,Denmark,Scandinavia,Ásatrú,Norse"
"Vingulmork,Viken,Norway,Scandinavia,Ásatrú,Norse"
"Ránríki,Viken,Norway,Scandinavia,Ásatrú,Norse"
"Vestfold,Viken,Norway,Scandinavia,Ásatrú,Norse"
"Telemark,Viken,Norway,Scandinavia,Ásatrú,Norse"
"Nedenes,Agder,Norway,Scandinavia,Ásatrú,Norse"
"Agdeside,Agder,Norway,Scandinavia,Ásatrú,Norse"
"Rygjafylki,Vestlond,Norway,Scandinavia,Ásatrú,Norse"
"Hordafylki,Vestlond,Norway,Scandinavia,Ásatrú,Norse"
"Sogn,Vestlond,Norway,Scandinavia,Ásatrú,Norse"
"Trændheim,Trændalog,Norway,Scandinavia,Ásatrú,Norse"
"Møre,Trændalog,Norway,Scandinavia,Ásatrú,Norse"
"Firdafylki,Trændalog,Norway,Scandinavia,Ásatrú,Norse"
"Hedmork,Opplond,Norway,Scandinavia,Ásatrú,Norse"
"Gudbrandsdælir,Opplond,Norway,Scandinavia,Ásatrú,Norse"
"Eystridælir,Opplond,Norway,Scandinavia,Ásatrú,Norse"
"Gauldæla,Opplond,Norway,Scandinavia,Ásatrú,Norse"
"Væstvåg,Hålogaland,Norway,Scandinavia,Ásatrú,Norse"
"Bothin,Hålogaland,Norway,Scandinavia,Ásatrú,Norse"
"Namdalfylki,Hålogaland,Norway,Scandinavia,Ásatrú,Norse"
"Vestisland,Iceland,Norway,Scandinavia,Ásatrú,Norse"
"Austisland,Iceland,Norway,Scandinavia,Ásatrú,Norse"
"Orkney,the_Northern_Isles,Norway,Scandinavia,Catholicism,Pictish"
"Faereyar,the_Northern_Isles,Norway,Scandinavia,Catholicism,Pictish"
"Shetland,the_Northern_Isles,Norway,Scandinavia,Catholicism,Pictish"
"Jamtfir,Jämtland,Norway,Scandinavia,Ásatrú,Norse"
"Morarna,Jämtland,Norway,Scandinavia,Ásatrú,Norse"
"Helgum,Jämtland,Norway,Scandinavia,Ásatrú,Norse"
"Hærjadæla,Jämtland,Norway,Scandinavia,Ásatrú,Norse"
"Finland,Finland,Finland,Scandinavia,Suomenusko,Finnish"
"Nyland,Finland,Finland,Scandinavia,Suomenusko,Finnish"
"Satakunta,Finland,Finland,Scandinavia,Suomenusko,Finnish"
"Messukylä,Finland,Finland,Scandinavia,Suomenusko,Finnish"
"Tavasts,Finland,Finland,Scandinavia,Suomenusko,Finnish"
"Olavinlinna,Savo,Finland,Scandinavia,Suomenusko,Finnish"
"Sysmä,Savo,Finland,Scandinavia,Suomenusko,Finnish"
"Pielinen,Savo,Finland,Scandinavia,Suomenusko,Finnish"
"Oulu,Pohjanmaa,Finland,Scandinavia,Suomenusko,Finnish"
"Pietarsaari,Pohjanmaa,Finland,Scandinavia,Suomenusko,Finnish"
"Mustasaari,Pohjanmaa,Finland,Scandinavia,Suomenusko,Finnish"
"Kainuu,Pohjanmaa,Finland,Scandinavia,Suomenusko,Finnish"
"Kakisalmi,Karelia,Finland,Scandinavia,Suomenusko,Finnish"
"Viipuri,Karelia,Finland,Scandinavia,Suomenusko,Finnish"
"Sortavala,Karelia,Finland,Scandinavia,Suomenusko,Finnish"
"Salinis,Karelia,Finland,Scandinavia,Suomenusko,Finnish"
"Onega,Karelia,Finland,Scandinavia,Suomenusko,Finnish"
"Viena,Karelia,Finland,Scandinavia,Suomenusko,Finnish"
"Kontupohja,Karelia,Finland,Scandinavia,Suomenusko,Finnish"
"Reval,Estonia,Estonia,Scandinavia,Suomenusko,Estonian"
"Narva,Estonia,Estonia,Scandinavia,Suomenusko,Estonian"
"Osel,Estonia,Estonia,Scandinavia,Suomenusko,Estonian"
"Wiek,Estonia,Estonia,Scandinavia,Suomenusko,Estonian"
"Vidzeme,Livonia,Estonia,Scandinavia,Suomenusko,Estonian"
"Livs,Livonia,Estonia,Scandinavia,Suomenusko,Estonian"
"Tartu,Livonia,Estonia,Scandinavia,Suomenusko,Estonian"
"Kraków,Lesser_Poland,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Sącz,Lesser_Poland,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Sandomierz,Lesser_Poland,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Stężyca,Lesser_Poland,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Radom,Lesser_Poland,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Lublin,Lesser_Poland,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Tarnów,Lesser_Poland,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Poznań,Greater_Poland,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Gniezno,Greater_Poland,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Kalisz,Greater_Poland,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Wschowa,Greater_Poland,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Krajna,Greater_Poland,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Lubusz,Greater_Poland,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Płock,Mazovia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Czersk,Mazovia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Gostynin,Mazovia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Łomża,Mazovia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Zakroczym,Mazovia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Opole,Upper_Silesia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Brzeg,Upper_Silesia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Nysa,Upper_Silesia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Cieszyn,Upper_Silesia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Ratibor,Upper_Silesia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Bethen,Upper_Silesia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Breslau,Lower_Silesia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Milicz,Lower_Silesia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Schweibus,Lower_Silesia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Grunberg,Lower_Silesia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Sprottau,Lower_Silesia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Przemków,Lower_Silesia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Legnica,Lower_Silesia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Kujawy,Kuyavia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Dobrzyń,Kuyavia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Łęczyca,Kuyavia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Sieradz,Kuyavia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Wieluń,Kuyavia,Poland,Wendish_Empire,Slovianska_Pravda,Polish"
"Szczecin,Pomerania,Pomerania,Wendish_Empire,Slovianska_Pravda,Pomeranian"
"Wolin,Pomerania,Pomerania,Wendish_Empire,Slovianska_Pravda,Pomeranian"
"Cedynia,Pomerania,Pomerania,Wendish_Empire,Slovianska_Pravda,Pomeranian"
"Kołobrzeg,Pomerania,Pomerania,Wendish_Empire,Slovianska_Pravda,Pomeranian"
"Wałcz,Pomerania,Pomerania,Wendish_Empire,Slovianska_Pravda,Pomeranian"
"Santok,Pomerania,Pomerania,Wendish_Empire,Slovianska_Pravda,Pomeranian"
"Mecklenburg,Nordmark,Pomerania,Wendish_Empire,Slovianska_Pravda,Polabian"
"Wolgast,Nordmark,Pomerania,Wendish_Empire,Slovianska_Pravda,Pomeranian"
"Rügen,Nordmark,Pomerania,Wendish_Empire,Slovianska_Pravda,Pomeranian"
"Rostock,Nordmark,Pomerania,Wendish_Empire,Slovianska_Pravda,Pomeranian"
"Werle,Nordmark,Pomerania,Wendish_Empire,Slovianska_Pravda,Pomeranian"
"Gdańsk,Pomerelia,Pomerania,Wendish_Empire,Slovianska_Pravda,Pomeranian"
"Słupsk,Pomerelia,Pomerania,Wendish_Empire,Slovianska_Pravda,Pomeranian"
"Szczytno,Pomerelia,Pomerania,Wendish_Empire,Slovianska_Pravda,Pomeranian"
"Świecie,Pomerelia,Pomerania,Wendish_Empire,Slovianska_Pravda,Pomeranian"
"Brandenburg,Ostmark,Pomerania,Wendish_Empire,Slovianska_Pravda,Polabian"
"Ruppin,Ostmark,Pomerania,Wendish_Empire,Slovianska_Pravda,Polabian"
"Berlin,Ostmark,Pomerania,Wendish_Empire,Slovianska_Pravda,Polabian"
"Havelberg,Ostmark,Pomerania,Wendish_Empire,Slovianska_Pravda,Polabian"
"Prenzlau,Ostmark,Pomerania,Wendish_Empire,Slovianska_Pravda,Polabian"
"Kernave,Lithuania,Lithuania,Wendish_Empire,Vidilism,Lithuanian"
"Trakai,Lithuania,Lithuania,Wendish_Empire,Vidilism,Lithuanian"
"Yatvyagi,Lithuania,Lithuania,Wendish_Empire,Vidilism,Lithuanian"
"Braslau,Lithuania,Lithuania,Wendish_Empire,Vidilism,Lithuanian"
"Pomesania,Prussia,Lithuania,Wendish_Empire,Vidilism,Prussian"
"Warmia,Prussia,Lithuania,Wendish_Empire,Vidilism,Prussian"
"Natangia,Prussia,Lithuania,Wendish_Empire,Vidilism,Prussian"
"Sambia,Prussia,Lithuania,Wendish_Empire,Vidilism,Prussian"
"Bartia,Prussia,Lithuania,Wendish_Empire,Vidilism,Prussian"
"Chełmno,Masuria,Lithuania,Wendish_Empire,Vidilism,Prussian"
"Sasna,Masuria,Lithuania,Wendish_Empire,Vidilism,Prussian"
"Galindia,Masuria,Lithuania,Wendish_Empire,Vidilism,Prussian"
"Sudovian,Masuria,Lithuania,Wendish_Empire,Vidilism,Prussian"
"Zemigalians,Courland,Lithuania,Wendish_Empire,Vidilism,Latgalian"
"Vanemane,Courland,Lithuania,Wendish_Empire,Vidilism,Latgalian"
"Grobin,Courland,Lithuania,Wendish_Empire,Vidilism,Latgalian"
"Selpils,Courland,Lithuania,Wendish_Empire,Vidilism,Latgalian"
"Talava,Latigalians,Lithuania,Wendish_Empire,Vidilism,Latgalian"
"Kokenois,Latigalians,Lithuania,Wendish_Empire,Vidilism,Latgalian"
"Jersika,Latigalians,Lithuania,Wendish_Empire,Vidilism,Latgalian"
"Aluksne,Latigalians,Lithuania,Wendish_Empire,Vidilism,Latgalian"
"Raseiniai,Samogitia,Lithuania,Wendish_Empire,Vidilism,Lithuanian"
"Scalovia,Samogitia,Lithuania,Wendish_Empire,Vidilism,Prussian"
"Memel,Samogitia,Lithuania,Wendish_Empire,Vidilism,Lithuanian"
"Palanga,Samogitia,Lithuania,Wendish_Empire,Vidilism,Lithuanian"
"Siauliai,Samogitia,Lithuania,Wendish_Empire,Vidilism,Lithuanian"
"Volodymyr,Volhynia,Galicia-Volhynia,Russia,Slovianska_Pravda,Russian"
"Peresopnytsia,Volhynia,Galicia-Volhynia,Russia,Slovianska_Pravda,Russian"
"Berestye,Volhynia,Galicia-Volhynia,Russia,Slovianska_Pravda,Russian"
"Dorohychyn,Volhynia,Galicia-Volhynia,Russia,Slovianska_Pravda,Russian"
"Halych,Halych,Galicia-Volhynia,Russia,Slovianska_Pravda,Russian"
"Lviv,Halych,Galicia-Volhynia,Russia,Slovianska_Pravda,Russian"
"Terebovl,Halych,Galicia-Volhynia,Russia,Slovianska_Pravda,Russian"
"Zaslavl,Halych,Galicia-Volhynia,Russia,Slovianska_Pravda,Russian"
"Cherven,Cherven_Cities,Galicia-Volhynia,Russia,Slovianska_Pravda,Russian"
"Belz,Cherven_Cities,Galicia-Volhynia,Russia,Slovianska_Pravda,Russian"
"Peremyshl,Cherven_Cities,Galicia-Volhynia,Russia,Slovianska_Pravda,Russian"
"Kiev,Kiev,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Zhytomyr,Kiev,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Zvyahel,Kiev,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Chornobyl,Kiev,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Ushytsia,Kiev,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Korsun,Kiev,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Turov,Turov,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Korosten,Turov,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Dubrovytsia,Turov,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Pereyaslavl,Pereyaslavl,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Hradyzk,Pereyaslavl,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Romen,Pereyaslavl,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Voin',Pereyaslavl,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Chernigov,Chernigov,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Starodub,Chernigov,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Novgorod_Seversky,Chernigov,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Putyvl,Chernigov,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Kursk,Chernigov,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Karachev,Karachev,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Kozelsk,Karachev,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Sevsk,Karachev,Ruthenia,Russia,Slovianska_Pravda,Russian"
"Novosil,Novosil,Ruthenia,Russia,Suomenusko,Meshchera"
