"County,Duchy,Kingdom,Empire,Religion,Culture"
"Lycia,Cibyrrhaeot,Anatolia,Byzantine Empire,Orthodoxy,Greek"
"Caria,Cibyrrhaeot,Anatolia,Byzantine Empire,Orthodoxy,Greek"
"Pamphylia,Cibyrrhaeot,Anatolia,Byzantine Empire,Orthodoxy,Greek"
"Lycaonia,Anatolia,Anatolia,Byzantine Empire,Orthodoxy,Greek"
"Pacatiana,Anatolia,Anatolia,Byzantine Empire,Orthodoxy,Greek"
"Pisidia,Anatolia,Anatolia,Byzantine Empire,Orthodoxy,Greek"
"Selge,Anatolia,Anatolia,Byzantine Empire,Orthodoxy,Greek"
"Galatia Salutaris,Anatolia,Anatolia,Byzantine Empire,Orthodoxy,Greek"
"Philomelion,Anatolia,Anatolia,Byzantine Empire,Orthodoxy,Greek"
"Isauria,Anatolia,Anatolia,Byzantine Empire,Orthodoxy,Greek"
"Cappadocia,Cappadocia,Anatolia,Byzantine Empire,Orthodoxy,Greek"
"Lower Galatia,Cappadocia,Anatolia,Byzantine Empire,Orthodoxy,Greek"
"Charsianon,Charsianon,Anatolia,Byzantine Empire,Orthodoxy,Greek"
"Kaisereia,Charsianon,Anatolia,Byzantine Empire,Orthodoxy,Greek"
"Kyzistra,Charsianon,Anatolia,Byzantine Empire,Orthodoxy,Greek"
"Paphlagonia,Paphlagonia,Pontus,Byzantine Empire,Orthodoxy,Greek"
"Pompeiopolis,Paphlagonia,Pontus,Byzantine Empire,Orthodoxy,Greek"
"Helenopontus,Armeniac,Pontus,Byzantine Empire,Orthodoxy,Greek"
"Sinope,Armeniac,Pontus,Byzantine Empire,Orthodoxy,Greek"
"Euchaita,Armeniac,Pontus,Byzantine Empire,Orthodoxy,Greek"
"Zela,Armeniac,Pontus,Byzantine Empire,Orthodoxy,Greek"
"Sebasteia,Sebasteia,Pontus,Byzantine Empire,Orthodoxy,Greek"
"Azysia,Sebasteia,Pontus,Byzantine Empire,Orthodoxy,Greek"
"Ablastha,Sebasteia,Pontus,Byzantine Empire,Orthodoxy,Greek"
"Trebizond,Chaldia,Pontus,Byzantine Empire,Orthodoxy,Greek"
"Cerasus,Chaldia,Pontus,Byzantine Empire,Orthodoxy,Greek"
"Colonea,Chaldia,Pontus,Byzantine Empire,Orthodoxy,Greek"
"Satala,Chaldia,Pontus,Byzantine Empire,Orthodoxy,Greek"
"Theodosiopolis,Mesopotamia,Armenia,Byzantine Empire,Apostolic,Armenian"
"Melitene,Mesopotamia,Armenia,Byzantine Empire,Orthodoxy,Armenian"
"Mesopotamia,Mesopotamia,Armenia,Byzantine Empire,Apostolic,Armenian"
"Vaspurakan,Vaspurakan,Armenia,Byzantine Empire,Apostolic,Armenian"
"Turuberan,Vaspurakan,Armenia,Byzantine Empire,Apostolic,Armenian"
"Apahunik,Vaspurakan,Armenia,Byzantine Empire,Apostolic,Armenian"
"Hayk,Greater Armenia,Armenia,Byzantine Empire,Apostolic,Armenian"
"Bagrewand,Greater Armenia,Armenia,Byzantine Empire,Apostolic,Armenian"
"Vanand,Greater Armenia,Armenia,Byzantine Empire,Apostolic,Armenian"
"Khachen,Greater Armenia,Armenia,Byzantine Empire,Apostolic,Armenian"
"Suenik,Greater Armenia,Armenia,Byzantine Empire,Apostolic,Armenian"
"Dvin,Greater Armenia,Armenia,Byzantine Empire,Apostolic,Armenian"
"Tao,Tao-Klarjeti,Georgia,Byzantine Empire,Orthodoxy,Georgian"
"Klarjeti,Tao-Klarjeti,Georgia,Byzantine Empire,Orthodoxy,Georgian"
"Kartli,Tao-Klarjeti,Georgia,Byzantine Empire,Orthodoxy,Georgian"
"Acampse,Tao-Klarjeti,Georgia,Byzantine Empire,Orthodoxy,Georgian"
"Abkhazia,Abkhazia,Georgia,Byzantine Empire,Orthodoxy,Georgian"
"Odishi,Abkhazia,Georgia,Byzantine Empire,Orthodoxy,Georgian"
"Svaneti,Abkhazia,Georgia,Byzantine Empire,Orthodoxy,Georgian"
"Guria,Abkhazia,Georgia,Byzantine Empire,Orthodoxy,Georgian"
"Tbilisi,Georgia,Georgia,Byzantine Empire,Orthodoxy,Georgian"
"Lori,Georgia,Georgia,Byzantine Empire,Orthodoxy,Georgian"
"Kakheti,Georgia,Georgia,Byzantine Empire,Orthodoxy,Georgian"
"Hereti,Georgia,Georgia,Byzantine Empire,Orthodoxy,Georgian"
"Palermo,Sicily,Sicily,Byzantine Empire,Orthodoxy,Greek"
"Messina,Sicily,Sicily,Byzantine Empire,Orthodoxy,Greek"
"Siracusa,Sicily,Sicily,Byzantine Empire,Orthodoxy,Greek"
"Agrigento,Sicily,Sicily,Byzantine Empire,Orthodoxy,Greek"
"Malta,Sicily,Sicily,Byzantine Empire,Orthodoxy,Greek"
"Benevento,Benevento,Sicily,Byzantine Empire,Catholicism,Lombard"
"Foggia,Benevento,Sicily,Byzantine Empire,Catholicism,Lombard"
"Capua,Capua,Sicily,Byzantine Empire,Catholicism,Lombard"
"Napoli,Capua,Sicily,Byzantine Empire,Orthodoxy,Greek"
"Apulia,Apulia,Sicily,Byzantine Empire,Catholicism,Lombard"
"Bari,Apulia,Sicily,Byzantine Empire,Catholicism,Lombard"
"Lecce,Apulia,Sicily,Byzantine Empire,Orthodoxy,Greek"
"Salerno,Salerno,Sicily,Byzantine Empire,Catholicism,Lombard"
"Camarda,Salerno,Sicily,Byzantine Empire,Catholicism,Lombard"
"Reggio Calabria,Calabria,Sicily,Byzantine Empire,Orthodoxy,Greek"
"Cosenza,Calabria,Sicily,Byzantine Empire,Orthodoxy,Greek"
"Rossano,Calabria,Sicily,Byzantine Empire,Orthodoxy,Greek"
"Venezia,Venice,Venice,Byzantine Empire,Catholicism,Cisalpine"
"Veneto,Venice,Venice,Byzantine Empire,Catholicism,Cisalpine"
"Aquileia,Friuli,Italy,Italia,Catholicism,Cisalpine"
"Friuli,Friuli,Italy,Italia,Catholicism,Cisalpine"
"Görz,Friuli,Italy,Italia,Catholicism,Cisalpine"
"Verona,Verona,Italy,Italia,Catholicism,Cisalpine"
"Treviso,Verona,Italy,Italia,Catholicism,Cisalpine"
"Paduan,Verona,Italy,Italia,Catholicism,Cisalpine"
"Polesine,Verona,Italy,Italia,Catholicism,Cisalpine"
"Monferrato,Piedmonte,Italy,Italia,Catholicism,Cisalpine"
"Turin,Piedmonte,Italy,Italia,Catholicism,Cisalpine"
"Novara,Piedmonte,Italy,Italia,Catholicism,Cisalpine"
"Cuneo,Piedmonte,Italy,Italia,Catholicism,Cisalpine"
"Lombardia,Lombardy,Italy,Italia,Catholicism,Cisalpine"
"Brescia,Lombardy,Italy,Italia,Catholicism,Cisalpine"
"Como,Lombardy,Italy,Italia,Catholicism,Cisalpine"
"Trent,Lombardy,Italy,Italia,Catholicism,Cisalpine"
"Pavia,Lombardy,Italy,Italia,Catholicism,Cisalpine"
"Cremona,Lombardy,Italy,Italia,Catholicism,Cisalpine"
"Parma,Lombardy,Italy,Italia,Catholicism,Cisalpine"
"Tortona,Lombardy,Italy,Italia,Catholicism,Cisalpine"
"Genoa,Genoa,Italy,Italia,Catholicism,Cisalpine"
"Luni,Genoa,Italy,Italia,Catholicism,Cisalpine"
"Modena,Emilia,Italy,Italia,Catholicism,Cisalpine"
"Mantua,Emilia,Italy,Italia,Catholicism,Cisalpine"
"Pisa,Pisa,Italy,Italia,Catholicism,Italian"
"Firenze,Tuscany,Italy,Italia,Catholicism,Italian"
"Lucca,Tuscany,Italy,Italia,Catholicism,Italian"
"Arezzo,Tuscany,Italy,Italia,Catholicism,Italian"
"Siena,Tuscany,Italy,Italia,Catholicism,Italian"
"Orbetello,Tuscany,Italy,Italia,Catholicism,Italian"
"Ajaccio,Corsica,Sardinia,Italia,Catholicism,Sardinian"
"Bastia,Corsica,Sardinia,Italia,Catholicism,Sardinian"
"Vecchio,Corsica,Sardinia,Italia,Catholicism,Sardinian"
"Cagliari,Sardinia,Sardinia,Italia,Orthodoxy,Sardinian"
"Arborea,Sardinia,Sardinia,Italia,Orthodoxy,Sardinian"
"Gallura,Sardinia,Sardinia,Italia,Orthodoxy,Sardinian"
"Logudoro,Sardinia,Sardinia,Italia,Orthodoxy,Sardinian"
"Tortoli,Sardinia,Sardinia,Italia,Orthodoxy,Sardinian"
"Ravenna,Romagna,Romagna,Italia,Catholicism,Cisalpine"
"Bologna,Romagna,Romagna,Italia,Catholicism,Cisalpine"
"Ferrara,Romagna,Romagna,Italia,Catholicism,Cisalpine"
"Casentino,Romagna,Romagna,Italia,Catholicism,Cisalpine"
"Ancona,Ancona,Romagna,Italia,Catholicism,Italian"
"Urbino,Ancona,Romagna,Italia,Catholicism,Italian"
"Fermo,Ancona,Romagna,Italia,Catholicism,Italian"
"Spoleto,Spoleto,Romagna,Italia,Catholicism,Lombard"
"Orvieto,Spoleto,Romagna,Italia,Catholicism,Lombard"
"Teramo,Spoleto,Romagna,Italia,Catholicism,Lombard"
"Lanciano,Spoleto,Romagna,Italia,Catholicism,Lombard"
"Abruzzi,Spoleto,Romagna,Italia,Catholicism,Lombard"
"Roma,Latium,Romagna,Italia,Catholicism,Italian"
"Viterbo,Latium,Romagna,Italia,Catholicism,Italian"
"Tivoli,Latium,Romagna,Italia,Catholicism,Italian"
"Upland,Uppland,Sweden,Scandinavia,Ásatrú,Norse"
"Gestrikalandia,Uppland,Sweden,Scandinavia,Ásatrú,Norse"
"Södermannaland,Uppland,Sweden,Scandinavia,Ásatrú,Norse"
"Aland,Uppland,Sweden,Scandinavia,Ásatrú,Norse"
"Västmannaland,Bergslagen,Sweden,Scandinavia,Ásatrú,Norse"
"Värmaland,Bergslagen,Sweden,Scandinavia,Ásatrú,Norse"
"Övre Dalarna,Bergslagen,Sweden,Scandinavia,Ásatrú,Norse"
"Dalabergslagen,Bergslagen,Sweden,Scandinavia,Ásatrú,Norse"
"Västergötland,Västergötland,Sweden,Scandinavia,Ásatrú,Norse"
"Skara,Västergötland,Sweden,Scandinavia,Ásatrú,Norse"
"Dal,Västergötland,Sweden,Scandinavia,Ásatrú,Norse"
"Nordmark,Västergötland,Sweden,Scandinavia,Ásatrú,Norse"
"Östergötland,Östergötland,Sweden,Scandinavia,Ásatrú,Norse"
"Kinda,Östergötland,Sweden,Scandinavia,Ásatrú,Norse"
"Neeric,Östergötland,Sweden,Scandinavia,Ásatrú,Norse"
"Möre,Småland,Sweden,Scandinavia,Ásatrú,Norse"
"Sevede,Småland,Sweden,Scandinavia,Ásatrú,Norse"
"Värend,Småland,Sweden,Scandinavia,Ásatrú,Norse"
"Njudung,Småland,Sweden,Scandinavia,Ásatrú,Norse"
"Finnveden,Småland,Sweden,Scandinavia,Ásatrú,Norse"
"Öland,Småland,Sweden,Scandinavia,Ásatrú,Norse"
"Halsingland,Norrland,Sweden,Scandinavia,Ásatrú,Norse"
"Medelpad,Norrland,Sweden,Scandinavia,Ásatrú,Norse"
"Ångermanland,Norrland,Sweden,Scandinavia,Ásatrú,Norse"
"Gotland,Visby,Sweden,Scandinavia,Ásatrú,Norse"
"Jåhkåmåhkke,Åarjetje,Sápmi,Scandinavia,Suomenusko,Sami"
"Sjeltie,Åarjetje,Sápmi,Scandinavia,Suomenusko,Sami"
"Ubmejeiednuo,Åarjetje,Sápmi,Scandinavia,Suomenusko,Sami"
"Biton,Åarjetje,Sápmi,Scandinavia,Suomenusko,Sami"
"Lais,Åarjetje,Sápmi,Scandinavia,Suomenusko,Sami"
"Julevädno,Åarjetje,Sápmi,Scandinavia,Suomenusko,Sami"
"Siggevara,Duortnoseatnu,Sápmi,Scandinavia,Suomenusko,Sami"
"Rounala,Duortnoseatnu,Sápmi,Scandinavia,Suomenusko,Sami"
"Kárášjohka,Duortnoseatnu,Sápmi,Scandinavia,Suomenusko,Sami"
"Aanaarjävri,Giemajohka,Sápmi,Scandinavia,Suomenusko,Sami"
"Sombio,Giemajohka,Sápmi,Scandinavia,Suomenusko,Sami"
"Kitka,Giemajohka,Sápmi,Scandinavia,Suomenusko,Sami"
"West Kiilt,Guoládat,Sápmi,Scandinavia,Suomenusko,Sami"
"Peäccam,Guoládat,Sápmi,Scandinavia,Suomenusko,Sami"
"Akkel,Guoládat,Sápmi,Scandinavia,Suomenusko,Sami"
"East Kiilt,Guoládat,Sápmi,Scandinavia,Suomenusko,Sami"
"Jovvkuj,Guoládat,Sápmi,Scandinavia,Suomenusko,Sami"
"Koutajoki,Guoládat,Sápmi,Scandinavia,Suomenusko,Finnish"
"Sjaelland,Sjælland,Denmark,Scandinavia,Ásatrú,Norse"
"Fyn,Sjælland,Denmark,Scandinavia,Ásatrú,Norse"
"Lolland-Falster,Sjælland,Denmark,Scandinavia,Ásatrú,Norse"
"Skåne,Skåne,Denmark,Scandinavia,Ásatrú,Norse"
"Halland,Skåne,Denmark,Scandinavia,Ásatrú,Norse"
"Bornholm,Skåne,Denmark,Scandinavia,Ásatrú,Norse"
"Blekinge,Skåne,Denmark,Scandinavia,Ásatrú,Norse"
"Aarhus,Jylland,Denmark,Scandinavia,Ásatrú,Norse"
"Viborg,Jylland,Denmark,Scandinavia,Ásatrú,Norse"
"Ringkøbing,Jylland,Denmark,Scandinavia,Ásatrú,Norse"
"Aalborg,Jylland,Denmark,Scandinavia,Ásatrú,Norse"
"Slesvig,Slesvig,Denmark,Scandinavia,Ásatrú,Norse"
"Vorbasse,Slesvig,Denmark,Scandinavia,Ásatrú,Norse"
"Ribe,Slesvig,Denmark,Scandinavia,Ásatrú,Norse"
"Vingulmork,Viken,Norway,Scandinavia,Ásatrú,Norse"
"Ránríki,Viken,Norway,Scandinavia,Ásatrú,Norse"
"Vestfold,Viken,Norway,Scandinavia,Ásatrú,Norse"
"Telemark,Viken,Norway,Scandinavia,Ásatrú,Norse"
"Nedenes,Agder,Norway,Scandinavia,Ásatrú,Norse"
"Agdeside,Agder,Norway,Scandinavia,Ásatrú,Norse"
"Rygjafylki,Vestlond,Norway,Scandinavia,Ásatrú,Norse"
"Hordafylki,Vestlond,Norway,Scandinavia,Ásatrú,Norse"
"Sogn,Vestlond,Norway,Scandinavia,Ásatrú,Norse"
"Trændheim,Trændalog,Norway,Scandinavia,Ásatrú,Norse"
"Møre,Trændalog,Norway,Scandinavia,Ásatrú,Norse"
"Firdafylki,Trændalog,Norway,Scandinavia,Ásatrú,Norse"
"Hedmork,Opplond,Norway,Scandinavia,Ásatrú,Norse"
"Gudbrandsdælir,Opplond,Norway,Scandinavia,Ásatrú,Norse"
"Eystridælir,Opplond,Norway,Scandinavia,Ásatrú,Norse"
"Gauldæla,Opplond,Norway,Scandinavia,Ásatrú,Norse"
"Væstvåg,Hålogaland,Norway,Scandinavia,Ásatrú,Norse"
"Bothin,Hålogaland,Norway,Scandinavia,Ásatrú,Norse"
"Namdalfylki,Hålogaland,Norway,Scandinavia,Ásatrú,Norse"
"Vestisland,Iceland,Norway,Scandinavia,Ásatrú,Norse"
"Austisland,Iceland,Norway,Scandinavia,Ásatrú,Norse"
"Orkney,the Northern Isles,Norway,Scandinavia,Catholicism,Pictish"
"Faereyar,the Northern Isles,Norway,Scandinavia,Catholicism,Pictish"
"Shetland,the Northern Isles,Norway,Scandinavia,Catholicism,Pictish"
"Jamtfir,Jämtland,Norway,Scandinavia,Ásatrú,Norse"
"Morarna,Jämtland,Norway,Scandinavia,Ásatrú,Norse"
"Helgum,Jämtland,Norway,Scandinavia,Ásatrú,Norse"
"Hærjadæla,Jämtland,Norway,Scandinavia,Ásatrú,Norse"
"Finland,Finland,Finland,Scandinavia,Suomenusko,Finnish"
"Nyland,Finland,Finland,Scandinavia,Suomenusko,Finnish"
"Satakunta,Finland,Finland,Scandinavia,Suomenusko,Finnish"
"Messukylä,Finland,Finland,Scandinavia,Suomenusko,Finnish"
"Tavasts,Finland,Finland,Scandinavia,Suomenusko,Finnish"
"Olavinlinna,Savo,Finland,Scandinavia,Suomenusko,Finnish"
"Sysmä,Savo,Finland,Scandinavia,Suomenusko,Finnish"
"Pielinen,Savo,Finland,Scandinavia,Suomenusko,Finnish"
"Oulu,Pohjanmaa,Finland,Scandinavia,Suomenusko,Finnish"
"Pietarsaari,Pohjanmaa,Finland,Scandinavia,Suomenusko,Finnish"
"Mustasaari,Pohjanmaa,Finland,Scandinavia,Suomenusko,Finnish"
"Kainuu,Pohjanmaa,Finland,Scandinavia,Suomenusko,Finnish"
"Kakisalmi,Karelia,Finland,Scandinavia,Suomenusko,Finnish"
"Viipuri,Karelia,Finland,Scandinavia,Suomenusko,Finnish"
"Sortavala,Karelia,Finland,Scandinavia,Suomenusko,Finnish"
"Salinis,Karelia,Finland,Scandinavia,Suomenusko,Finnish"
"Onega,Karelia,Finland,Scandinavia,Suomenusko,Finnish"
"Viena,Karelia,Finland,Scandinavia,Suomenusko,Finnish"
"Kontupohja,Karelia,Finland,Scandinavia,Suomenusko,Finnish"
"Reval,Estonia,Estonia,Scandinavia,Suomenusko,Estonian"
"Narva,Estonia,Estonia,Scandinavia,Suomenusko,Estonian"
"Osel,Estonia,Estonia,Scandinavia,Suomenusko,Estonian"
"Wiek,Estonia,Estonia,Scandinavia,Suomenusko,Estonian"
"Vidzeme,Livonia,Estonia,Scandinavia,Suomenusko,Estonian"
"Livs,Livonia,Estonia,Scandinavia,Suomenusko,Estonian"
"Tartu,Livonia,Estonia,Scandinavia,Suomenusko,Estonian"
"Kraków,Lesser Poland,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Sącz,Lesser Poland,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Sandomierz,Lesser Poland,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Stężyca,Lesser Poland,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Radom,Lesser Poland,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Lublin,Lesser Poland,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Tarnów,Lesser Poland,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Poznań,Greater Poland,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Gniezno,Greater Poland,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Kalisz,Greater Poland,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Wschowa,Greater Poland,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Krajna,Greater Poland,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Lubusz,Greater Poland,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Płock,Mazovia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Czersk,Mazovia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Gostynin,Mazovia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Łomża,Mazovia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Zakroczym,Mazovia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Opole,Upper Silesia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Brzeg,Upper Silesia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Nysa,Upper Silesia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Cieszyn,Upper Silesia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Ratibor,Upper Silesia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Bethen,Upper Silesia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Breslau,Lower Silesia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Milicz,Lower Silesia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Schweibus,Lower Silesia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Grunberg,Lower Silesia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Sprottau,Lower Silesia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Przemków,Lower Silesia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Legnica,Lower Silesia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Kujawy,Kuyavia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Dobrzyń,Kuyavia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Łęczyca,Kuyavia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Sieradz,Kuyavia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Wieluń,Kuyavia,Poland,Wendish Empire,Slovianska Pravda,Polish"
"Szczecin,Pomerania,Pomerania,Wendish Empire,Slovianska Pravda,Pomeranian"
"Wolin,Pomerania,Pomerania,Wendish Empire,Slovianska Pravda,Pomeranian"
"Cedynia,Pomerania,Pomerania,Wendish Empire,Slovianska Pravda,Pomeranian"
"Kołobrzeg,Pomerania,Pomerania,Wendish Empire,Slovianska Pravda,Pomeranian"
"Wałcz,Pomerania,Pomerania,Wendish Empire,Slovianska Pravda,Pomeranian"
"Santok,Pomerania,Pomerania,Wendish Empire,Slovianska Pravda,Pomeranian"
"Mecklenburg,Nordmark,Pomerania,Wendish Empire,Slovianska Pravda,Polabian"
"Wolgast,Nordmark,Pomerania,Wendish Empire,Slovianska Pravda,Pomeranian"
"Rügen,Nordmark,Pomerania,Wendish Empire,Slovianska Pravda,Pomeranian"
"Rostock,Nordmark,Pomerania,Wendish Empire,Slovianska Pravda,Pomeranian"
"Werle,Nordmark,Pomerania,Wendish Empire,Slovianska Pravda,Pomeranian"
"Gdańsk,Pomerelia,Pomerania,Wendish Empire,Slovianska Pravda,Pomeranian"
"Słupsk,Pomerelia,Pomerania,Wendish Empire,Slovianska Pravda,Pomeranian"
"Szczytno,Pomerelia,Pomerania,Wendish Empire,Slovianska Pravda,Pomeranian"
"Świecie,Pomerelia,Pomerania,Wendish Empire,Slovianska Pravda,Pomeranian"
"Brandenburg,Ostmark,Pomerania,Wendish Empire,Slovianska Pravda,Polabian"
"Ruppin,Ostmark,Pomerania,Wendish Empire,Slovianska Pravda,Polabian"
"Berlin,Ostmark,Pomerania,Wendish Empire,Slovianska Pravda,Polabian"
"Havelberg,Ostmark,Pomerania,Wendish Empire,Slovianska Pravda,Polabian"
"Prenzlau,Ostmark,Pomerania,Wendish Empire,Slovianska Pravda,Polabian"
"Kernave,Lithuania,Lithuania,Wendish Empire,Vidilism,Lithuanian"
"Trakai,Lithuania,Lithuania,Wendish Empire,Vidilism,Lithuanian"
"Yatvyagi,Lithuania,Lithuania,Wendish Empire,Vidilism,Lithuanian"
"Braslau,Lithuania,Lithuania,Wendish Empire,Vidilism,Lithuanian"
"Pomesania,Prussia,Lithuania,Wendish Empire,Vidilism,Prussian"
"Warmia,Prussia,Lithuania,Wendish Empire,Vidilism,Prussian"
"Natangia,Prussia,Lithuania,Wendish Empire,Vidilism,Prussian"
"Sambia,Prussia,Lithuania,Wendish Empire,Vidilism,Prussian"
"Bartia,Prussia,Lithuania,Wendish Empire,Vidilism,Prussian"
"Chełmno,Masuria,Lithuania,Wendish Empire,Vidilism,Prussian"
"Sasna,Masuria,Lithuania,Wendish Empire,Vidilism,Prussian"
"Galindia,Masuria,Lithuania,Wendish Empire,Vidilism,Prussian"
"Sudovian,Masuria,Lithuania,Wendish Empire,Vidilism,Prussian"
"Zemigalians,Courland,Lithuania,Wendish Empire,Vidilism,Latgalian"
"Vanemane,Courland,Lithuania,Wendish Empire,Vidilism,Latgalian"
"Grobin,Courland,Lithuania,Wendish Empire,Vidilism,Latgalian"
"Selpils,Courland,Lithuania,Wendish Empire,Vidilism,Latgalian"
"Talava,Latigalians,Lithuania,Wendish Empire,Vidilism,Latgalian"
"Kokenois,Latigalians,Lithuania,Wendish Empire,Vidilism,Latgalian"
"Jersika,Latigalians,Lithuania,Wendish Empire,Vidilism,Latgalian"
"Aluksne,Latigalians,Lithuania,Wendish Empire,Vidilism,Latgalian"
"Raseiniai,Samogitia,Lithuania,Wendish Empire,Vidilism,Lithuanian"
"Scalovia,Samogitia,Lithuania,Wendish Empire,Vidilism,Prussian"
"Memel,Samogitia,Lithuania,Wendish Empire,Vidilism,Lithuanian"
"Palanga,Samogitia,Lithuania,Wendish Empire,Vidilism,Lithuanian"
"Siauliai,Samogitia,Lithuania,Wendish Empire,Vidilism,Lithuanian"
"Volodymyr,Volhynia,Galicia-Volhynia,Russia,Slovianska Pravda,Russian"
"Peresopnytsia,Volhynia,Galicia-Volhynia,Russia,Slovianska Pravda,Russian"
"Berestye,Volhynia,Galicia-Volhynia,Russia,Slovianska Pravda,Russian"
"Dorohychyn,Volhynia,Galicia-Volhynia,Russia,Slovianska Pravda,Russian"
"Halych,Halych,Galicia-Volhynia,Russia,Slovianska Pravda,Russian"
"Lviv,Halych,Galicia-Volhynia,Russia,Slovianska Pravda,Russian"
"Terebovl,Halych,Galicia-Volhynia,Russia,Slovianska Pravda,Russian"
"Zaslavl,Halych,Galicia-Volhynia,Russia,Slovianska Pravda,Russian"
"Cherven,Cherven Cities,Galicia-Volhynia,Russia,Slovianska Pravda,Russian"
"Belz,Cherven Cities,Galicia-Volhynia,Russia,Slovianska Pravda,Russian"
"Peremyshl,Cherven Cities,Galicia-Volhynia,Russia,Slovianska Pravda,Russian"
"Kiev,Kiev,Ruthenia,Russia,Slovianska Pravda,Russian"
"Zhytomyr,Kiev,Ruthenia,Russia,Slovianska Pravda,Russian"
"Zvyahel,Kiev,Ruthenia,Russia,Slovianska Pravda,Russian"
"Chornobyl,Kiev,Ruthenia,Russia,Slovianska Pravda,Russian"
"Ushytsia,Kiev,Ruthenia,Russia,Slovianska Pravda,Russian"
"Korsun,Kiev,Ruthenia,Russia,Slovianska Pravda,Russian"
"Turov,Turov,Ruthenia,Russia,Slovianska Pravda,Russian"
"Korosten,Turov,Ruthenia,Russia,Slovianska Pravda,Russian"
"Dubrovytsia,Turov,Ruthenia,Russia,Slovianska Pravda,Russian"
"Pereyaslavl,Pereyaslavl,Ruthenia,Russia,Slovianska Pravda,Russian"
"Hradyzk,Pereyaslavl,Ruthenia,Russia,Slovianska Pravda,Russian"
"Romen,Pereyaslavl,Ruthenia,Russia,Slovianska Pravda,Russian"
"Voin',Pereyaslavl,Ruthenia,Russia,Slovianska Pravda,Russian"
"Chernigov,Chernigov,Ruthenia,Russia,Slovianska Pravda,Russian"
"Starodub,Chernigov,Ruthenia,Russia,Slovianska Pravda,Russian"
"Novgorod Seversky,Chernigov,Ruthenia,Russia,Slovianska Pravda,Russian"
"Putyvl,Chernigov,Ruthenia,Russia,Slovianska Pravda,Russian"
"Kursk,Chernigov,Ruthenia,Russia,Slovianska Pravda,Russian"
"Karachev,Karachev,Ruthenia,Russia,Slovianska Pravda,Russian"
"Kozelsk,Karachev,Ruthenia,Russia,Slovianska Pravda,Russian"
"Sevsk,Karachev,Ruthenia,Russia,Slovianska Pravda,Russian"
"Novosil,Novosil,Ruthenia,Russia,Suomenusko,Meshchera"
"Odoyev,Novosil,Ruthenia,Russia,Suomenusko,Meshchera"
"Novgorod,Novgorod,Novgorod,Russia,Slovianska Pravda,Russian"
"Rusa,Novgorod,Novgorod,Russia,Slovianska Pravda,Russian"
"Pskov,Novgorod,Novgorod,Russia,Slovianska Pravda,Russian"
"Sebezh,Novgorod,Novgorod,Russia,Slovianska Pravda,Russian"
"Vodi,Novgorod,Novgorod,Russia,Suomenusko,Estonian"
"Beloozero,Vepsia,Novgorod,Russia,Suomenusko,Vepsian"
"Tikhvin,Vepsia,Novgorod,Russia,Suomenusko,Vepsian"
"Vyangi,Vepsia,Novgorod,Russia,Suomenusko,Vepsian"
"Luki,Luki,Novgorod,Russia,Slovianska Pravda,Russian"
"Valdai,Luki,Novgorod,Russia,Suomenusko,Vepsian"
"Bezichi,Luki,Novgorod,Russia,Suomenusko,Vepsian"
"Grodno,Grodno,White Rus',Russia,Vidilism,Lithuanian"
"Volkovysk,Grodno,White Rus',Russia,Slovianska Pravda,Russian"
"Novogrudok,Grodno,White Rus',Russia,Slovianska Pravda,Russian"
